age,education,relationship,sex,race,income
54,Some-college,Husband,Male,White,>50K
45,Bachelors,Husband,Male,White,>50K
28,Bachelors,Husband,Male,White,<=50K
62,Assoc-voc,Not-in-family,Female,White,<=50K
40,HS-grad,Husband,Male,White,<=50K
21,HS-grad,Own-child,Female,White,<=50K
53,HS-grad,Not-in-family,Male,White,>50K
32,HS-grad,Husband,Male,White,<=50K
54,HS-grad,Husband,Male,White,>50K
43,Masters,Husband,Male,White,>50K
64,HS-grad,Husband,Male,White,<=50K
38,Some-college,Not-in-family,Male,White,<=50K
45,Some-college,Husband,Male,White,>50K
32,Prof-school,Husband,Male,White,>50K
34,HS-grad,Husband,Male,White,<=50K
38,Bachelors,Not-in-family,Female,White,>50K
60,5th-6th,Husband,Male,White,>50K
66,Bachelors,Husband,Male,White,>50K
57,Bachelors,Husband,Male,White,>50K
29,Some-college,Not-in-family,Male,White,<=50K
43,Bachelors,Husband,Male,White,>50K
60,Masters,Husband,Male,White,>50K
37,Bachelors,Husband,Male,White,>50K
46,Some-college,Wife,Female,White,>50K
50,Some-college,Not-in-family,Male,White,<=50K
30,HS-grad,Wife,Female,White,>50K
27,Masters,Own-child,Male,White,<=50K
33,Bachelors,Not-in-family,Female,White,<=50K
46,9th,Unmarried,Female,White,<=50K
26,9th,Own-child,Female,White,<=50K
30,Bachelors,Not-in-family,Male,White,>50K
27,Masters,Not-in-family,Female,White,<=50K
33,Bachelors,Not-in-family,Male,White,<=50K
39,HS-grad,Husband,Male,White,<=50K
29,HS-grad,Husband,Male,White,>50K
56,Bachelors,Husband,Male,White,>50K
17,10th,Own-child,Male,White,<=50K
44,HS-grad,Not-in-family,Male,White,<=50K
47,Bachelors,Not-in-family,Male,White,<=50K
51,Bachelors,Husband,Male,White,>50K
21,Assoc-acdm,Own-child,Female,White,<=50K
58,Bachelors,Husband,Male,Asian-Pac-Islander,<=50K
43,HS-grad,Husband,Male,White,>50K
58,10th,Husband,Male,White,>50K
44,Prof-school,Husband,Male,White,>50K
39,Assoc-voc,Husband,Male,White,>50K
33,HS-grad,Husband,Male,White,<=50K
51,HS-grad,Wife,Female,White,<=50K
34,Bachelors,Husband,Male,White,<=50K
27,9th,Own-child,Female,White,<=50K
28,HS-grad,Not-in-family,Male,White,<=50K
55,HS-grad,Husband,Male,White,>50K
51,Assoc-acdm,Husband,Male,White,>50K
72,HS-grad,Husband,Male,White,>50K
21,Some-college,Own-child,Female,White,<=50K
21,HS-grad,Own-child,Male,White,<=50K
29,Bachelors,Husband,Male,Black,>50K
57,HS-grad,Not-in-family,Male,White,<=50K
48,HS-grad,Unmarried,Female,White,<=50K
37,HS-grad,Husband,Male,White,<=50K
56,10th,Husband,Male,White,<=50K
51,9th,Husband,Male,White,>50K
46,Bachelors,Husband,Male,White,<=50K
46,Some-college,Husband,Male,White,>50K
46,Doctorate,Husband,Male,White,>50K
23,HS-grad,Not-in-family,Female,White,<=50K
33,Some-college,Unmarried,Female,Black,<=50K
47,HS-grad,Husband,Male,White,>50K
33,Assoc-voc,Unmarried,Female,Black,<=50K
41,Prof-school,Wife,Female,White,>50K
45,Doctorate,Husband,Male,White,>50K
19,HS-grad,Not-in-family,Male,White,<=50K
20,HS-grad,Unmarried,Male,White,<=50K
45,9th,Husband,Male,Asian-Pac-Islander,<=50K
29,HS-grad,Not-in-family,Female,White,<=50K
54,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
40,HS-grad,Husband,Male,White,>50K
60,HS-grad,Husband,Male,White,>50K
58,Doctorate,Husband,Male,White,>50K
50,Bachelors,Not-in-family,Male,White,>50K
40,Doctorate,Husband,Male,White,>50K
40,Masters,Husband,Male,White,<=50K
45,HS-grad,Not-in-family,Male,White,>50K
33,Bachelors,Husband,Male,White,>50K
20,Some-college,Own-child,Female,White,<=50K
38,Bachelors,Wife,Female,White,>50K
37,Prof-school,Husband,Male,White,>50K
38,10th,Husband,Male,White,>50K
46,Assoc-voc,Husband,Male,White,>50K
39,HS-grad,Unmarried,Female,White,<=50K
50,Some-college,Husband,Male,White,<=50K
17,11th,Own-child,Female,White,<=50K
44,Prof-school,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
43,Masters,Unmarried,Female,White,>50K
25,Some-college,Own-child,Male,White,<=50K
37,HS-grad,Husband,Male,White,>50K
55,11th,Not-in-family,Female,Black,<=50K
29,Bachelors,Husband,Male,White,>50K
26,HS-grad,Not-in-family,Male,White,<=50K
55,Masters,Husband,Male,Black,>50K
27,Some-college,Husband,Male,White,<=50K
48,Bachelors,Husband,Male,White,>50K
19,Some-college,Not-in-family,Male,White,<=50K
39,HS-grad,Husband,Male,White,>50K
53,HS-grad,Husband,Male,White,<=50K
28,Some-college,Not-in-family,Female,White,<=50K
48,HS-grad,Husband,Male,White,<=50K
24,Assoc-voc,Not-in-family,Female,White,<=50K
49,HS-grad,Husband,Male,White,>50K
72,HS-grad,Unmarried,Female,White,<=50K
47,Assoc-acdm,Husband,Male,White,<=50K
25,Some-college,Own-child,Female,White,<=50K
53,10th,Husband,Male,White,<=50K
28,Masters,Own-child,Female,White,<=50K
35,9th,Husband,Male,Other,<=50K
45,Some-college,Husband,Male,White,>50K
42,Some-college,Not-in-family,Female,White,<=50K
39,Bachelors,Husband,Male,White,>50K
33,HS-grad,Husband,Male,White,<=50K
36,HS-grad,Husband,Male,White,<=50K
39,Bachelors,Husband,Male,White,>50K
59,HS-grad,Husband,Male,White,>50K
60,Masters,Husband,Male,White,>50K
56,HS-grad,Husband,Male,White,<=50K
45,Bachelors,Husband,Male,White,>50K
56,Masters,Husband,Male,White,>50K
72,1st-4th,Not-in-family,Male,Black,<=50K
41,Bachelors,Husband,Male,White,>50K
30,Some-college,Not-in-family,Female,White,<=50K
60,HS-grad,Unmarried,Female,White,<=50K
27,HS-grad,Unmarried,Female,White,<=50K
43,Bachelors,Husband,Male,White,>50K
58,HS-grad,Unmarried,Female,White,<=50K
31,HS-grad,Own-child,Male,Black,<=50K
39,Bachelors,Husband,Male,White,<=50K
48,HS-grad,Wife,Female,White,>50K
21,Some-college,Own-child,Female,White,<=50K
54,Some-college,Husband,Male,White,<=50K
44,Bachelors,Husband,Male,White,>50K
43,Bachelors,Husband,Male,White,>50K
46,Bachelors,Unmarried,Female,Other,<=50K
53,HS-grad,Husband,Male,White,>50K
42,Doctorate,Husband,Male,White,>50K
45,Bachelors,Wife,Female,Asian-Pac-Islander,>50K
33,Some-college,Own-child,Male,White,<=50K
63,9th,Husband,Male,White,<=50K
41,Bachelors,Not-in-family,Male,White,<=50K
34,HS-grad,Not-in-family,Male,White,<=50K
19,Some-college,Own-child,Male,White,<=50K
37,Some-college,Husband,Male,White,<=50K
49,Assoc-voc,Wife,Female,White,>50K
53,HS-grad,Not-in-family,Female,White,<=50K
39,Masters,Not-in-family,Male,Asian-Pac-Islander,>50K
60,Bachelors,Husband,Male,White,>50K
50,HS-grad,Husband,Male,White,>50K
38,Bachelors,Husband,Male,White,>50K
28,HS-grad,Husband,Male,White,<=50K
45,Some-college,Husband,Male,White,>50K
40,Assoc-voc,Husband,Male,White,>50K
26,Bachelors,Not-in-family,Male,White,<=50K
25,Bachelors,Own-child,Male,White,<=50K
50,Bachelors,Not-in-family,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
47,10th,Husband,Male,White,<=50K
48,Masters,Husband,Male,White,>50K
58,11th,Husband,Male,White,<=50K
39,HS-grad,Unmarried,Female,White,<=50K
35,HS-grad,Wife,Female,White,>50K
24,Assoc-acdm,Own-child,Male,White,<=50K
32,Bachelors,Other-relative,Male,White,>50K
17,11th,Own-child,Male,White,<=50K
45,Assoc-voc,Husband,Male,White,>50K
49,Masters,Husband,Male,White,>50K
58,HS-grad,Husband,Male,White,<=50K
55,Assoc-voc,Husband,Male,White,>50K
33,HS-grad,Husband,Male,White,<=50K
40,Assoc-acdm,Other-relative,Male,White,<=50K
42,10th,Husband,Male,White,<=50K
47,Bachelors,Wife,Female,White,>50K
44,Bachelors,Husband,Male,White,>50K
35,Bachelors,Not-in-family,Female,Asian-Pac-Islander,<=50K
31,Some-college,Husband,Male,White,<=50K
35,Assoc-acdm,Wife,Female,White,<=50K
38,Assoc-acdm,Husband,Male,White,>50K
56,Bachelors,Not-in-family,Male,Black,<=50K
54,Bachelors,Husband,Male,White,>50K
36,HS-grad,Husband,Male,White,>50K
42,HS-grad,Unmarried,Female,White,<=50K
39,Prof-school,Husband,Male,White,>50K
38,Some-college,Not-in-family,Female,White,<=50K
28,Bachelors,Husband,Male,White,<=50K
54,Bachelors,Not-in-family,Male,White,>50K
26,12th,Husband,Male,White,<=50K
62,Doctorate,Husband,Male,White,>50K
42,Bachelors,Husband,Male,White,>50K
21,Some-college,Own-child,Female,White,<=50K
43,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
41,HS-grad,Husband,Male,White,<=50K
41,Assoc-acdm,Husband,Male,White,>50K
30,Some-college,Wife,Female,Black,>50K
51,Bachelors,Husband,Male,White,>50K
38,HS-grad,Wife,Female,White,>50K
32,Bachelors,Husband,Male,Black,>50K
27,HS-grad,Not-in-family,Male,Black,<=50K
51,Some-college,Not-in-family,Female,White,<=50K
30,Bachelors,Not-in-family,Female,White,>50K
34,Bachelors,Not-in-family,Male,White,<=50K
32,Some-college,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
54,HS-grad,Husband,Male,White,>50K
40,9th,Not-in-family,Male,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
41,Bachelors,Husband,Male,White,>50K
40,Bachelors,Husband,Male,White,>50K
22,Assoc-acdm,Not-in-family,Female,White,<=50K
44,Masters,Husband,Male,White,>50K
46,HS-grad,Husband,Male,White,>50K
21,HS-grad,Not-in-family,Male,White,<=50K
34,Bachelors,Husband,Male,White,>50K
45,HS-grad,Husband,Male,White,>50K
24,HS-grad,Own-child,Male,White,<=50K
37,Bachelors,Husband,Male,White,>50K
31,HS-grad,Husband,Male,Black,<=50K
38,Assoc-voc,Husband,Male,White,>50K
54,HS-grad,Not-in-family,Female,White,<=50K
25,Bachelors,Wife,Female,White,<=50K
47,HS-grad,Husband,Male,White,>50K
21,HS-grad,Own-child,Male,White,>50K
18,11th,Other-relative,Male,White,<=50K
36,HS-grad,Husband,Male,Black,<=50K
23,Some-college,Own-child,Male,White,<=50K
35,Assoc-voc,Wife,Female,White,>50K
51,Assoc-voc,Husband,Male,White,>50K
52,Masters,Husband,Male,White,>50K
33,HS-grad,Husband,Male,Black,<=50K
32,Assoc-acdm,Husband,Male,White,>50K
30,HS-grad,Own-child,Male,White,<=50K
26,Bachelors,Wife,Female,White,>50K
51,HS-grad,Unmarried,Male,White,<=50K
65,Some-college,Husband,Male,White,>50K
24,Bachelors,Other-relative,Female,Asian-Pac-Islander,<=50K
47,HS-grad,Wife,Female,White,>50K
27,HS-grad,Own-child,Female,White,<=50K
44,Bachelors,Husband,Male,White,<=50K
29,HS-grad,Own-child,Male,White,<=50K
41,HS-grad,Husband,Male,White,>50K
59,HS-grad,Husband,Male,White,>50K
42,Masters,Husband,Male,White,>50K
28,Bachelors,Not-in-family,Female,White,>50K
61,Some-college,Not-in-family,Male,White,<=50K
18,12th,Own-child,Male,White,<=50K
37,HS-grad,Not-in-family,Female,Asian-Pac-Islander,<=50K
24,Some-college,Own-child,Female,White,<=50K
26,Bachelors,Not-in-family,Female,White,<=50K
58,9th,Unmarried,Female,White,<=50K
25,HS-grad,Own-child,Male,White,<=50K
22,Some-college,Not-in-family,Male,Asian-Pac-Islander,<=50K
36,Bachelors,Own-child,Female,White,<=50K
38,HS-grad,Husband,Male,White,>50K
34,Assoc-voc,Husband,Male,White,>50K
57,Bachelors,Not-in-family,Male,White,<=50K
26,HS-grad,Not-in-family,Male,White,<=50K
23,Assoc-acdm,Not-in-family,Female,White,<=50K
57,Some-college,Husband,Male,White,>50K
28,Bachelors,Husband,Male,White,>50K
52,Bachelors,Husband,Male,White,>50K
46,HS-grad,Not-in-family,Female,Black,<=50K
36,HS-grad,Not-in-family,Female,White,<=50K
27,Masters,Not-in-family,Male,White,<=50K
40,Assoc-voc,Not-in-family,Female,White,<=50K
47,HS-grad,Husband,Male,White,>50K
46,Bachelors,Not-in-family,Male,White,>50K
53,Masters,Husband,Male,White,>50K
39,Masters,Husband,Male,White,>50K
31,Prof-school,Wife,Female,White,>50K
31,10th,Unmarried,Female,White,<=50K
64,HS-grad,Not-in-family,Female,White,<=50K
38,Bachelors,Husband,Male,White,>50K
33,Bachelors,Wife,Female,White,>50K
22,Some-college,Own-child,Male,White,<=50K
58,HS-grad,Husband,Male,White,<=50K
24,Some-college,Husband,Male,White,<=50K
64,Masters,Wife,Female,White,>50K
49,HS-grad,Unmarried,Female,White,<=50K
62,Bachelors,Not-in-family,Male,White,>50K
54,Assoc-voc,Husband,Male,White,>50K
58,Assoc-acdm,Husband,Male,Black,>50K
61,Bachelors,Husband,Male,White,>50K
51,HS-grad,Not-in-family,Female,White,<=50K
17,12th,Own-child,Male,White,<=50K
38,Bachelors,Not-in-family,Female,White,<=50K
45,Assoc-voc,Husband,Male,White,>50K
41,Some-college,Husband,Male,White,>50K
49,Masters,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,<=50K
35,Bachelors,Husband,Male,White,>50K
41,HS-grad,Husband,Male,White,<=50K
32,Bachelors,Husband,Male,White,>50K
22,Some-college,Own-child,Female,Other,<=50K
29,Assoc-voc,Husband,Male,White,>50K
53,10th,Husband,Male,Black,<=50K
48,HS-grad,Husband,Male,White,>50K
29,HS-grad,Own-child,Male,White,<=50K
22,HS-grad,Own-child,Male,White,<=50K
24,HS-grad,Unmarried,Female,Black,<=50K
43,Bachelors,Husband,Male,Black,>50K
47,Bachelors,Husband,Male,White,>50K
35,HS-grad,Unmarried,Female,White,<=50K
17,9th,Unmarried,Male,White,<=50K
40,HS-grad,Husband,Male,White,>50K
42,Some-college,Husband,Male,Black,<=50K
49,9th,Husband,Male,White,<=50K
81,Assoc-voc,Unmarried,Female,White,<=50K
50,HS-grad,Not-in-family,Female,White,<=50K
33,HS-grad,Husband,Male,Black,<=50K
26,Bachelors,Not-in-family,Female,White,<=50K
40,HS-grad,Husband,Male,White,<=50K
39,Assoc-voc,Wife,Female,White,<=50K
69,Prof-school,Husband,Male,White,>50K
50,HS-grad,Not-in-family,Male,White,>50K
52,Bachelors,Husband,Male,White,>50K
54,9th,Not-in-family,Female,White,<=50K
32,HS-grad,Husband,Male,White,>50K
36,HS-grad,Not-in-family,Male,White,<=50K
46,Bachelors,Not-in-family,Male,White,>50K
60,Bachelors,Husband,Male,White,>50K
22,Some-college,Own-child,Female,White,<=50K
38,Bachelors,Husband,Male,Black,<=50K
30,Assoc-voc,Husband,Male,White,>50K
54,HS-grad,Not-in-family,Male,White,<=50K
29,Prof-school,Husband,Male,White,>50K
36,5th-6th,Other-relative,Male,White,<=50K
51,Some-college,Unmarried,Female,White,<=50K
35,Some-college,Husband,Male,White,>50K
57,HS-grad,Husband,Male,White,>50K
50,HS-grad,Husband,Male,White,>50K
25,Bachelors,Not-in-family,Male,Black,<=50K
20,Some-college,Own-child,Female,White,<=50K
37,Bachelors,Husband,Male,White,>50K
23,Some-college,Not-in-family,Female,White,<=50K
61,Assoc-voc,Husband,Male,White,>50K
28,Some-college,Not-in-family,Male,White,<=50K
28,Masters,Wife,Female,White,>50K
58,Doctorate,Husband,Male,White,>50K
29,HS-grad,Own-child,Female,White,<=50K
55,7th-8th,Unmarried,Female,White,<=50K
47,HS-grad,Not-in-family,Male,Black,>50K
69,Some-college,Husband,Male,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
39,Bachelors,Husband,Male,White,>50K
35,Bachelors,Own-child,Male,White,>50K
48,10th,Husband,Male,White,>50K
21,Some-college,Own-child,Male,White,<=50K
31,HS-grad,Husband,Male,White,<=50K
48,Some-college,Husband,Male,White,>50K
28,Bachelors,Husband,Male,White,>50K
32,Bachelors,Husband,Male,White,>50K
39,Some-college,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,<=50K
40,Doctorate,Husband,Male,White,>50K
55,Masters,Not-in-family,Female,White,>50K
74,Bachelors,Not-in-family,Male,White,>50K
25,HS-grad,Own-child,Male,White,>50K
59,HS-grad,Husband,Male,White,>50K
33,Assoc-voc,Own-child,Female,White,>50K
32,Bachelors,Not-in-family,Male,White,<=50K
41,HS-grad,Unmarried,Female,White,<=50K
23,HS-grad,Unmarried,Male,White,<=50K
35,HS-grad,Husband,Male,White,>50K
18,12th,Own-child,Female,White,<=50K
26,Some-college,Not-in-family,Male,White,<=50K
43,HS-grad,Husband,Male,White,<=50K
35,HS-grad,Not-in-family,Male,White,<=50K
33,Bachelors,Husband,Male,White,>50K
48,Assoc-voc,Husband,Male,White,>50K
21,HS-grad,Own-child,Male,White,<=50K
32,Bachelors,Husband,Male,White,<=50K
55,HS-grad,Other-relative,Female,White,<=50K
59,Bachelors,Husband,Male,White,>50K
42,Assoc-acdm,Husband,Male,White,<=50K
68,HS-grad,Husband,Male,White,>50K
48,Bachelors,Husband,Male,White,>50K
50,Assoc-acdm,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,>50K
39,Masters,Unmarried,Female,White,<=50K
74,HS-grad,Not-in-family,Female,White,<=50K
33,Some-college,Wife,Female,White,>50K
64,Assoc-voc,Husband,Male,White,<=50K
36,Assoc-voc,Wife,Female,White,>50K
73,HS-grad,Not-in-family,Female,White,<=50K
50,Bachelors,Not-in-family,Male,White,>50K
67,Bachelors,Husband,Male,White,>50K
29,Some-college,Unmarried,Female,White,<=50K
30,HS-grad,Own-child,Male,White,<=50K
42,Masters,Husband,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
65,Assoc-acdm,Husband,Male,White,<=50K
33,Assoc-acdm,Not-in-family,Male,White,<=50K
41,Some-college,Husband,Male,White,>50K
32,HS-grad,Own-child,Female,Black,<=50K
53,Bachelors,Husband,Male,White,>50K
39,HS-grad,Unmarried,Male,White,<=50K
25,Some-college,Husband,Male,White,<=50K
58,Some-college,Husband,Male,White,>50K
49,Bachelors,Not-in-family,Female,Black,>50K
35,HS-grad,Husband,Male,White,>50K
32,Bachelors,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
50,Bachelors,Husband,Male,White,>50K
32,11th,Not-in-family,Male,White,>50K
36,Bachelors,Husband,Male,White,>50K
30,Assoc-acdm,Not-in-family,Female,White,<=50K
53,Bachelors,Husband,Male,White,>50K
48,Assoc-voc,Husband,Male,White,>50K
43,HS-grad,Husband,Male,White,<=50K
27,HS-grad,Wife,Female,White,<=50K
50,HS-grad,Wife,Female,White,>50K
39,Assoc-voc,Not-in-family,Male,White,<=50K
51,HS-grad,Husband,Male,White,>50K
66,9th,Husband,Male,White,<=50K
22,Bachelors,Own-child,Female,White,<=50K
32,Some-college,Not-in-family,Male,White,<=50K
42,Some-college,Husband,Male,White,>50K
30,Some-college,Husband,Male,White,>50K
71,HS-grad,Unmarried,Female,White,<=50K
51,HS-grad,Husband,Male,White,>50K
53,HS-grad,Unmarried,Female,Black,<=50K
39,Prof-school,Husband,Male,White,>50K
42,HS-grad,Unmarried,Male,White,<=50K
54,Bachelors,Wife,Female,White,>50K
41,Masters,Husband,Male,White,>50K
26,Some-college,Own-child,Female,Black,<=50K
28,HS-grad,Wife,Female,White,>50K
18,5th-6th,Other-relative,Male,White,<=50K
48,HS-grad,Husband,Male,White,>50K
36,Bachelors,Husband,Male,White,>50K
48,Some-college,Own-child,Female,White,<=50K
53,Masters,Unmarried,Female,Black,<=50K
57,Some-college,Husband,Male,Other,<=50K
32,10th,Unmarried,Female,Black,<=50K
43,Some-college,Husband,Male,White,>50K
60,Bachelors,Husband,Male,White,>50K
37,Bachelors,Own-child,Female,White,<=50K
35,Some-college,Husband,Male,Black,>50K
58,Bachelors,Husband,Male,White,>50K
61,10th,Husband,Male,White,<=50K
36,HS-grad,Not-in-family,Male,White,<=50K
37,Assoc-voc,Unmarried,Female,White,<=50K
41,Assoc-acdm,Husband,Male,White,>50K
53,11th,Husband,Male,White,<=50K
20,Some-college,Own-child,Male,White,<=50K
36,HS-grad,Husband,Male,White,>50K
34,Assoc-voc,Other-relative,Female,White,<=50K
61,Some-college,Husband,Male,White,>50K
37,Some-college,Husband,Male,White,>50K
18,11th,Own-child,Female,White,<=50K
61,Some-college,Wife,Female,White,>50K
51,HS-grad,Husband,Male,White,<=50K
34,Bachelors,Not-in-family,Female,White,<=50K
41,10th,Husband,Male,Black,>50K
40,Masters,Wife,Female,White,>50K
37,HS-grad,Not-in-family,Male,White,<=50K
22,Bachelors,Not-in-family,Male,White,>50K
21,Some-college,Own-child,Female,White,<=50K
20,Some-college,Own-child,Male,White,<=50K
25,9th,Other-relative,Male,White,<=50K
19,Some-college,Own-child,Male,White,<=50K
34,Some-college,Husband,Male,White,>50K
44,Assoc-acdm,Husband,Male,White,>50K
45,Bachelors,Unmarried,Female,White,>50K
26,Some-college,Unmarried,Female,White,<=50K
42,Bachelors,Unmarried,Male,White,<=50K
39,Some-college,Unmarried,Female,Black,<=50K
25,HS-grad,Husband,Male,White,<=50K
35,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
46,Bachelors,Husband,Male,White,>50K
33,HS-grad,Husband,Male,White,<=50K
30,Bachelors,Not-in-family,Female,White,<=50K
40,HS-grad,Wife,Female,White,>50K
18,12th,Own-child,Male,White,<=50K
43,9th,Unmarried,Female,Black,<=50K
41,HS-grad,Husband,Male,White,<=50K
49,HS-grad,Husband,Male,White,>50K
30,Bachelors,Husband,Male,White,>50K
64,HS-grad,Not-in-family,Female,White,<=50K
50,Masters,Husband,Male,White,>50K
34,Some-college,Husband,Male,White,>50K
59,Some-college,Wife,Female,White,>50K
46,HS-grad,Husband,Male,Asian-Pac-Islander,>50K
62,Bachelors,Husband,Male,White,<=50K
51,Bachelors,Husband,Male,White,>50K
27,10th,Husband,Male,White,<=50K
49,HS-grad,Husband,Male,White,>50K
22,HS-grad,Own-child,Male,White,<=50K
56,Bachelors,Not-in-family,Female,White,<=50K
44,HS-grad,Husband,Male,Asian-Pac-Islander,<=50K
58,7th-8th,Husband,Male,White,>50K
39,Bachelors,Husband,Male,White,>50K
64,Some-college,Not-in-family,Female,White,<=50K
52,Assoc-voc,Not-in-family,Female,White,<=50K
29,HS-grad,Husband,Male,White,>50K
50,Some-college,Husband,Male,White,>50K
39,Some-college,Own-child,Female,White,<=50K
33,Masters,Husband,Male,White,>50K
53,Prof-school,Not-in-family,Male,White,>50K
63,Doctorate,Husband,Male,White,<=50K
31,Some-college,Husband,Male,White,>50K
63,Masters,Not-in-family,Female,White,>50K
24,Some-college,Husband,Male,White,>50K
21,HS-grad,Not-in-family,Male,White,<=50K
22,Some-college,Own-child,Female,White,<=50K
39,Some-college,Unmarried,Female,White,<=50K
42,Assoc-voc,Husband,Male,White,>50K
36,Assoc-voc,Husband,Male,White,>50K
55,Bachelors,Husband,Male,White,<=50K
31,HS-grad,Husband,Male,White,>50K
51,HS-grad,Not-in-family,Male,White,>50K
43,Some-college,Husband,Male,White,>50K
57,Some-college,Husband,Male,White,>50K
30,Doctorate,Not-in-family,Female,White,<=50K
38,Bachelors,Husband,Male,Amer-Indian-Eskimo,>50K
69,Prof-school,Husband,Male,White,>50K
64,HS-grad,Not-in-family,Female,White,<=50K
24,Some-college,Not-in-family,Male,White,<=50K
36,Some-college,Unmarried,Female,White,<=50K
38,HS-grad,Husband,Male,White,>50K
46,Prof-school,Husband,Male,White,>50K
26,HS-grad,Husband,Male,White,>50K
37,HS-grad,Husband,Male,White,>50K
54,Masters,Not-in-family,Male,White,>50K
17,11th,Own-child,Male,White,<=50K
52,Doctorate,Husband,Male,White,>50K
31,Masters,Husband,Male,White,>50K
38,Some-college,Husband,Male,White,>50K
51,Prof-school,Not-in-family,Male,White,>50K
53,HS-grad,Husband,Male,White,>50K
79,Prof-school,Husband,Male,White,<=50K
41,Bachelors,Husband,Male,White,>50K
50,Bachelors,Husband,Male,White,>50K
39,Masters,Husband,Male,White,>50K
46,Some-college,Husband,Male,White,>50K
39,Masters,Not-in-family,Male,White,<=50K
54,HS-grad,Husband,Male,White,>50K
56,Bachelors,Husband,Male,White,>50K
50,Prof-school,Husband,Male,White,>50K
55,Assoc-acdm,Husband,Male,Asian-Pac-Islander,>50K
24,Bachelors,Not-in-family,Female,White,<=50K
62,Some-college,Husband,Male,White,>50K
27,Assoc-acdm,Husband,Male,White,>50K
57,Some-college,Wife,Female,White,>50K
25,HS-grad,Own-child,Male,White,<=50K
37,Some-college,Husband,Male,White,>50K
28,Some-college,Own-child,Male,White,<=50K
60,HS-grad,Not-in-family,Male,White,>50K
51,Some-college,Husband,Male,White,>50K
25,Bachelors,Not-in-family,Female,White,<=50K
47,Bachelors,Husband,Male,White,>50K
71,HS-grad,Husband,Male,White,>50K
26,Masters,Not-in-family,Female,White,<=50K
38,Bachelors,Husband,Male,White,>50K
36,9th,Unmarried,Female,Black,<=50K
23,Some-college,Other-relative,Male,Asian-Pac-Islander,<=50K
43,Bachelors,Husband,Male,White,>50K
37,Assoc-voc,Husband,Male,White,>50K
54,Some-college,Not-in-family,Female,White,>50K
60,11th,Husband,Male,White,<=50K
27,Some-college,Unmarried,Female,White,<=50K
41,Prof-school,Husband,Male,White,>50K
38,HS-grad,Husband,Male,White,>50K
40,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
54,Bachelors,Unmarried,Male,White,>50K
33,HS-grad,Unmarried,Male,Asian-Pac-Islander,<=50K
59,7th-8th,Husband,Male,White,<=50K
38,Bachelors,Husband,Male,Asian-Pac-Islander,>50K
33,HS-grad,Husband,Male,White,>50K
44,Some-college,Not-in-family,Male,White,<=50K
51,HS-grad,Not-in-family,Male,White,<=50K
25,Bachelors,Own-child,Female,White,<=50K
37,Masters,Husband,Male,White,<=50K
40,HS-grad,Unmarried,Female,White,<=50K
39,Bachelors,Own-child,Male,Asian-Pac-Islander,<=50K
26,Bachelors,Own-child,Female,White,<=50K
35,Bachelors,Husband,Male,White,>50K
59,Some-college,Husband,Male,White,>50K
58,9th,Husband,Male,Black,<=50K
66,Some-college,Unmarried,Female,White,>50K
29,HS-grad,Own-child,Female,White,<=50K
34,HS-grad,Husband,Male,White,<=50K
39,Assoc-acdm,Wife,Female,White,>50K
25,Some-college,Not-in-family,Male,White,<=50K
40,Preschool,Husband,Male,White,<=50K
55,Bachelors,Husband,Male,White,>50K
59,HS-grad,Husband,Male,White,<=50K
26,HS-grad,Not-in-family,Male,White,<=50K
30,Bachelors,Not-in-family,Female,White,<=50K
20,Some-college,Own-child,Female,White,<=50K
50,HS-grad,Husband,Male,White,>50K
33,Bachelors,Not-in-family,Male,Black,>50K
23,Some-college,Own-child,Female,White,<=50K
44,Assoc-acdm,Husband,Male,White,>50K
44,Masters,Husband,Male,White,>50K
35,Bachelors,Not-in-family,Male,White,<=50K
17,11th,Own-child,Female,White,<=50K
19,HS-grad,Not-in-family,Female,White,<=50K
46,Some-college,Husband,Male,White,<=50K
75,5th-6th,Unmarried,Male,Black,<=50K
23,Bachelors,Not-in-family,Female,White,<=50K
27,Assoc-voc,Unmarried,Female,Black,<=50K
42,Bachelors,Not-in-family,Female,White,>50K
36,Bachelors,Husband,Male,White,>50K
36,HS-grad,Husband,Male,White,>50K
44,Bachelors,Husband,Male,White,>50K
46,Assoc-acdm,Not-in-family,Male,White,<=50K
40,Assoc-voc,Husband,Male,White,>50K
18,11th,Own-child,Male,Black,<=50K
45,Some-college,Wife,Female,White,>50K
38,Some-college,Unmarried,Female,Black,<=50K
28,Masters,Husband,Male,White,>50K
29,Prof-school,Own-child,Male,White,<=50K
46,Bachelors,Husband,Male,White,>50K
27,Some-college,Unmarried,Female,White,<=50K
